Temperature,EC,PH,Salinity,DO
26.9,0.52,7.8,0.33,8.9
20.5,0.64,8.3,0.41,10.5
20.3,0.15,7.9,0.1,9.1
17.5,0.65,8.4,0.42,10.4
17.8,0.5,8.5,0.32,10.3
27.6,0.76,8.2,0.49,7
15.7,0.22,7.2,0.14,4.9
24.5,0.66,8.6,0.42,10.2
18.9,0.68,8.6,0.43,10.2
27,0.59,8,0.38,8.8
17.3,0.2,7.73,0.13,9.2
23.2,0.1,7.6,0.06,9
26.2,0.62,7.7,0.39,2.6
26.4,0.66,7.8,0.42,3.9
27.1,0.54,8.7,0.34,7.2
16,0.57,8.4,0.37,10.4
18,1.01,2.8,0.65,9.2
21.6,0.5,8.2,0.32,10.6
18.3,1.01,2.8,0.65,9.2
27.6,0.51,8.2,0.32,7.9
26.6,0.63,8,0.4,5.2
21.5,0.34,7.8,0.22,8.1
22.3,0.34,7.6,0.22,8.1
20.5,0.54,8.3,0.35,10.5
15,0.64,8.1,0.41,10.7
21.2,0.73,8.8,0.47,10
26.1,0.15,7.52,0.1,7.8
18.4,0.2,7.17,0.13,5.2
19.3,0.1,7.36,0.06,9
22.8,0.19,7.2,0.12,5.4
23.6,0.15,8,0.1,9.1
26.8,0.5,7.8,0.32,6.7
23.8,0.22,7,0.14,4.9
23.4,0.2,8,0.13,9.2
15.8,0.15,7.4,0.1,9.1
16.2,0.4,8,0.26,9.6
18.4,0.1,7.2,0.06,9
21.8,0.19,7.4,0.12,5.3
19.7,0.19,7.2,0.12,5.3
19.5,0.1,7.3,0.06,9
14.1,0.2,7.8,0.13,9.2
24.8,0.24,7.2,0.15,4.7
23.9,0.38,7.6,0.24,2.9
13.5,0.4,7.09,0.26,9.6
15.8,0.45,7.4,0.29,9.7
19.3,0.15,7.7,0.09,9.1
16.4,0.47,7.2,0.3,1.7
22.1,0.05,7.2,0.03,8.9
25,0.31,4,0.2,7.8
19.1,0.15,7.4,0.1,9.1
19.7,0.2,7.6,0.13,9.2
23,0.15,7.44,0.09,9.1
23.2,0.17,7.22,0.11,5.6
18,0.45,7.8,0.29,9.7
20.1,0.19,7.33,0.12,5.3
23.7,0.1,7.7,0.06,9
20.3,0.26,4.69,0.17,7.9
26.2,0.2,7.63,0.13,7.6
22.3,0.15,7.96,0.09,9.1
25.2,0.39,7.3,0.25,6.6
20.9,0.05,7.3,0.03,8.9
22.6,0.44,7.6,0.28,8.3
26.3,0.68,7.7,0.43,3.2
26.5,0.66,7.6,0.42,4.5
26.4,0.3,7.3,0.19,6.5
24.8,0.21,7.4,0.14,5
24.5,0.16,7.9,0.1,5.7
17.9,0.25,7.2,0.16,4.5
24.4,0.18,7.2,0.12,5.4
25.1,0.34,7.5,0.22,7.8
18.6,0.39,7.7,0.25,8.2
16.2,0.23,7.1,0.15,4.8
21.3,0.4,7.8,0.25,9.6
20.3,0.44,7.8,0.28,8.3
26.3,0.56,7.6,0.36,3.2
22.9,0.77,8.41,0.49,6.4
26.7,1.16,7.75,0.74,5.8
26.7,0.95,7.86,0.61,5.8
25.2,0.39,7.97,0.25,8
18.5,0.15,7.4,0.09,9.1
21.2,0.25,7.6,0.16,9.3
23.9,0.28,7.3,0.18,4.1
20.2,0.11,7.3,0.07,6.3
22.4,0.25,7.3,0.16,4.5
18.6,0.15,7.08,0.1,5.8
24.5,0.41,8.25,0.26,7.7
22.5,0.45,8.33,0.29,8
21.9,0.1,7.26,0.06,9
22.2,0.26,7.31,0.17,4.4
22.1,0.1,7.22,0.06,9
23.6,0.1,7.81,0.06,9
20.2,0.15,7.34,0.09,9.1
23.3,0.33,7.48,0.21,3.5
22,0.24,7.2,0.15,4.6
24.5,0.39,8,0.25,8.2
19.4,0.25,7.9,0.16,9.3
21.6,0.1,7.2,0.06,9
21.6,0.18,7,0.11,5.4
24.4,0.39,8.2,0.25,7.8
21,0.15,7.1,0.09,9.1
25,0.23,7.1,0.14,4.8
17.1,0.2,7.3,0.13,5.2
16.8,0.4,8,0.25,9.6
19.4,0.39,7.6,0.25,8.2
15.4,0.28,7.3,0.18,4.1
23.6,0.34,8.1,0.22,7.6
18.2,0.18,7.1,0.11,5.4
21.9,0.49,8,0.31,8.4
22.2,0.15,8,0.09,9.1
26.6,0.4,7.8,0.25,7.5
25.1,1.35,7.8,0.86,4.4
26.2,0.2,7.8,0.12,7.8
23.5,0.2,7.9,0.12,9.2
16.8,0.24,7.1,0.15,4.6
22.4,0.34,8.11,0.22,7.8
16.6,0.35,7.95,0.22,9.5
20.4,0.18,7.1,0.12,5.4
19.9,0.1,7.7,0.06,9
22.7,0.15,8,0.09,9.1
19.7,0.19,7.3,0.12,5.3
26.1,0.15,7,0.09,7.8
25.1,0.54,7.3,0.34,4.4
15.9,0.3,7.3,0.19,3.9
18.3,0.1,7.3,0.06,9
24.9,0.1,7.28,0.06,9
19.6,0.21,7.19,0.14,5
18.7,0.3,7.32,0.19,9.4
24.9,0.18,7.39,0.12,5.4
21.2,0.2,7.84,0.13,9.2
24.2,0.1,7.71,0.06,9
20.1,0.26,7.26,0.17,4.3
20,0.39,7.64,0.25,8.2
16.7,0.14,7.2,0.09,9.1
24.8,0.22,7.3,0.14,4.8
20.9,0.3,7.1,0.19,3.8
24.4,0.32,7,0.2,3.6
20,0.39,8.2,0.25,8
24.5,0.09,7.6,0.06,9
22.5,0.13,7.3,0.08,6
18.7,0.19,7.4,0.12,9.2
23,0.35,7.8,0.22,3.2
18.7,0.17,7,0.11,5.5
21.5,0.26,7.4,0.17,4.3
22,0.09,7.5,0.06,9
23.6,0.19,7.1,0.12,5.3
15.8,0.49,8,0.32,9.8
19.1,0.34,8.1,0.22,7.3
26.6,0.39,7.5,0.25,8
20.1,0.14,7.7,0.09,9.1
20.9,0.09,7.79,0.06,9
25.1,0.34,7.59,0.22,7.6
16.8,0.34,7.99,0.22,9.5
15.2,0.24,7.01,0.16,9.3
18,0.14,7.5,0.09,9.1
23.9,0.41,8.24,0.26,7.9
20.4,0.09,7.34,0.06,9
24.2,0.23,7.25,0.15,4.7
23.7,0.34,7.49,0.22,8.1
18.8,0.16,7.26,0.1,5.6
24.5,0.09,7.2,0.06,9
14.6,0.28,7.2,0.18,4
24.6,0.39,8.2,0.25,8
26.8,0.49,7.7,0.31,7.3
24.3,0.39,7.7,0.25,8.2
18.4,0.18,7.1,0.12,5.3
18.8,0.14,7.5,0.09,9.1
26.8,0.87,7.9,0.56,6.4
21.3,0.19,8,0.12,9.2
24.6,0.49,8,0.31,8.4
26,1.2,7.8,0.77,1.2
20.5,0.49,7.6,0.31,8.4
26.8,0.49,7.9,0.31,7.2
26.2,0.51,8.22,0.32,7.4
26.2,0.5,8.22,0.32,7.9
24.6,0.34,7.7,0.22,8.1
26.2,0.19,7.6,0.12,7.7
26.8,0.58,8,0.37,6.4
24.6,0.22,7.2,0.14,4.9
26.6,0.71,7.8,0.45,5.1
15.1,0.39,7.3,0.25,8.2
22.4,1.1,8.32,0.7,9.1
22.5,0.15,7.51,0.1,5.7
21.3,0.09,7.62,0.06,9
20.6,0.54,8.32,0.34,9.1
22.8,0.51,8.32,0.32,9.1
26.1,0.14,7.57,0.09,7.8
17.8,0.19,7.39,0.12,5.2
16.3,0.44,7.89,0.28,9.7
22.6,0.62,8.12,0.4,9.3
19.2,0.34,7.52,0.22,8.1
22.4,0.39,8.2,0.25,7.8
22.3,0.14,7.7,0.09,9.1
15.8,0.27,7.3,0.17,4.2
19.4,0.44,7.2,0.28,9.7
20.8,0.19,7,0.12,9.2
19.1,0.19,7.1,0.12,5.2
26.5,0.34,7.8,0.22,7.3
20.1,0.28,7.2,0.18,4
21.3,0.09,7.58,0.06,9
18.9,0.34,7.81,0.22,9.5
24.4,0.39,8.2,0.25,8
26.3,0.24,7.9,0.15,7.5
24.7,0.09,7.4,0.06,9
20.1,0.29,7.8,0.19,9.4
20.1,0.19,7.7,0.12,9.2
16.9,0.44,8.3,0.28,8
20.5,0.09,7.1,0.06,9
16.6,0.39,7.3,0.25,9.6
22,0.09,7.76,0.06,9
27.8,0.57,8.02,0.37,7.6
20.1,0.18,7.42,0.12,5.3
18.9,0.36,7.17,0.23,3
22.4,0.49,7.97,0.31,8.4
22.6,0.16,7.14,0.1,5.6
19.9,0.14,8,0.09,9.1
24.9,0.25,7.9,0.16,4.4
19.9,0.09,7.6,0.06,9
22.7,0.09,7.1,0.06,9
26.2,0.19,7.2,0.12,7.2
23.9,0.23,7.4,0.15,4.6
20.2,0.29,7.9,0.18,9.4
26.5,0.68,7.6,0.44,4.4
21.9,0.14,7.7,0.09,9.1
23,0.22,7.4,0.14,4.8
18.8,0.19,7.8,0.12,9.2
25.9,1.24,7.7,0.79,0.5
17.6,0.29,7.9,0.18,9.4
14.7,0.44,8,0.28,9.7
16,0.23,7.2,0.15,4.7
17.4,0.24,7.1,0.15,4.6
22.2,0.14,7.57,0.09,9.1
24.5,0.31,7.1,0.2,3.6
22.6,0.09,7.4,0.06,9
22.8,0.19,7.2,0.12,5.2
16.3,0.24,7.2,0.15,4.6
26.3,0.63,7.6,0.4,3.1
21.6,0.09,7.5,0.06,9
19.2,0.29,7.9,0.18,9.4
21.4,0.09,7.2,0.06,9
24.6,0.21,7.2,0.14,4.9
26.1,0.14,7.3,0.09,7.9
22.3,0.09,7.4,0.06,9
25.9,0.91,7.94,0.58,0.5
20.6,0.19,7.68,0.12,9.2
26.3,0.73,7.8,0.47,3.1
21.7,0.04,7.46,0.02,8.9
26.2,0.19,7.29,0.12,7.8
24.4,0.3,7.42,0.19,3.8
26.2,0.19,7.64,0.12,7.6
20.8,0.28,7.4,0.18,4
20.2,0.21,7.4,0.13,4.9
25.4,0.51,7.8,0.33,6.4
24.2,0.39,8.2,0.25,8
23.1,0.18,7.3,0.11,5.3
22.7,0.12,7.1,0.07,6.1
26.5,0.34,7.6,0.22,7.6
21.4,0.23,7.2,0.15,4.6
19.2,0.12,6.6,0.07,6.9
18.9,0.19,7.1,0.12,5.1
24.3,0.3,7.2,0.19,3.7
18.1,0.23,7.3,0.15,4.6
16.2,0.39,7.9,0.25,9.6
24.8,0.13,7.08,0.08,6
18.8,0.14,7.98,0.09,9.1
17.5,0.39,7.13,0.25,9.6
25.2,1.38,7.92,0.88,5.1
18.1,0.09,7.14,0.06,9
24.3,0.39,8.2,0.25,8
19.6,0.22,7.25,0.14,4.8
24.1,0.34,8.1,0.22,8
26.2,0.65,7.6,0.42,2.4
24.5,0.21,7.2,0.13,4.9
24.1,0.39,8,0.25,8.2
19.2,0.29,7,0.18,3.9
24.6,0.16,7.2,0.1,5.5
26.4,0.29,7.3,0.18,7
20,0.39,7.1,0.25,8.2
22.4,0.09,7.4,0.05,9
16,0.23,7.2,0.15,4.6
20.7,0.39,8,0.25,9.6
22.3,0.25,7.4,0.16,4.4
26.8,0.53,7.72,0.34,6.3
24,0.23,7.11,0.15,4.6
22.9,0.09,7.59,0.06,9
23.9,0.15,7.22,0.1,5.6
20.8,0.19,7.3,0.12,5.1
20.8,0.44,7.7,0.28,8.3
19.6,0.19,7.2,0.12,9.2
20.3,0.21,7.2,0.13,4.9
18,0.34,8,0.21,9.5
15,0.49,7.4,0.32,8.4
20.4,0.14,8,0.09,9.1
18.6,0.35,7.43,0.23,3
18.6,0.09,7.32,0.06,9
21.1,0.54,8.63,0.34,10.2
15.7,0.24,7.44,0.15,9.3
18.1,0.21,7.05,0.13,4.9
26.6,0.92,7.75,0.59,5
24,0.39,7.96,0.25,9.6
24.9,0.44,7.98,0.28,8.3
22,0.19,7.88,0.12,9.2
24.6,0.21,7.2,0.14,4.8
21.1,0.18,8,0.12,9.2
21.8,0.13,7.6,0.09,9.1
19.4,0.13,7.3,0.09,9.1
15.6,0.22,7.1,0.14,4.7
25,0.11,6.6,0.07,7.8
25.1,0.34,7.5,0.22,6.8
22.7,0.23,7.8,0.15,9.3
17.5,0.28,7.8,0.18,9.4
16.9,0.38,7.3,0.25,9.6
23.8,0.23,7.2,0.15,4.6
26.8,0.48,7.6,0.31,7.2
18.9,0.3,7.4,0.19,3.7
25.4,0.49,7.9,0.32,7.9
18.4,0.21,7.1,0.14,4.8
18.6,0.48,7.6,0.31,9.8
15.2,0.28,8,0.18,9.4
22.2,0.13,7.5,0.09,9.1
24.8,0.28,7.88,0.18,9.4
23.7,0.19,7.02,0.12,5.1
23.7,0.13,7.2,0.09,9.1
20.8,0.18,7.3,0.12,5.2
17,0.22,7.2,0.14,4.7
20.6,0.13,7.9,0.09,9.1
17,0.18,7.7,0.12,9.2
25,0.43,8.28,0.28,7.8
24.4,0.19,7.28,0.12,5.1
19.3,0.23,7.96,0.15,9.3
18.9,0.18,7.84,0.12,9.2
23,0.08,7.54,0.05,9
24.5,0.29,7.16,0.19,3.8
19.6,0.08,7.21,0.05,9
18,0.13,7.32,0.09,9.1
23.8,0.22,7.3,0.14,4.7
26.2,0.18,7.2,0.12,7.9
24.9,0.23,7.5,0.15,9.3
23.9,0.21,7.2,0.14,4.8
33,0.98,8,0.63,7
24,0.45,7.9,0.28,8.3
20.6,0.45,8,0.28,8.3
17.1,0.23,7.5,0.15,9.3
33,1.02,7.8,0.65,6.8
33,0.83,7.8,0.53,7.2
16.6,0.25,7,0.16,4.3
18.6,0.27,7.3,0.18,4
18.7,0.13,7.4,0.08,9.1
33,0.67,7.5,0.43,6.7
24.5,0.57,8.31,0.36,9.1
33,0.7,7.98,0.45,7.1
20.1,0.08,7.6,0.05,9
33,0.59,8,0.38,7.8
19.9,0.27,7.3,0.18,4
17.6,0.13,7.6,0.08,9.1
33,1.09,7.6,0.7,7.9
22.4,0.08,7.2,0.05,9
23.7,0.08,7.1,0.05,9
20.7,0.22,7.4,0.14,4.7
22.4,0.32,7.31,0.21,3.4
33,1.29,7.59,0.83,7
24.3,0.25,7.36,0.16,4.3
33,0.75,7.98,0.48,6.8
18.6,0.34,7.41,0.22,3.2
24.7,0.9,8.01,0.58,9.4
24.1,0.4,7.7,0.25,8.2
19.7,0.08,7.32,0.05,9
18.3,0.24,7.1,0.15,4.5
25.2,0.4,7.66,0.25,7.4
26.3,0.79,7.2,0.5,3
26.6,0.38,7.8,0.24,7.2
14,0.28,7.2,0.18,3.9
26.2,0.18,7.6,0.12,7.4
20.7,0.23,8,0.15,9.3
23.8,1.06,6.4,0.68,1.6
19.5,0.38,7.6,0.24,9.6
21.7,0.23,8,0.15,9.3
15.6,0.2,7.1,0.13,4.9
26.7,0.43,8,0.28,7.4
19.3,0.18,7.8,0.12,9.2
21.7,0.21,7.2,0.14,4.8
22.9,0.08,7.3,0.05,9
18.4,0.18,8,0.12,9.2
23.5,0.2,7.34,0.13,4.9
24,0.16,7.24,0.1,5.5
22,0.18,7.62,0.12,9.2
19.4,0.13,7.5,0.08,9.1
26.1,0.13,7.02,0.08,7
21,0.2,7.21,0.13,5
20.4,0.18,7.92,0.12,9.2
19.5,0.28,7.76,0.18,9.4
26.3,0.92,7.84,0.59,3
17.3,0.18,7.65,0.12,9.2
22.5,0.87,8.54,0.55,10.3
20,0.18,7.48,0.12,9.2
17.3,0.23,7.49,0.15,9.3
26.5,0.57,7.64,0.36,4.3
23.6,0.51,8.74,0.32,10.1
24.7,0.56,8.54,0.36,10.3
27.6,0.52,8.24,0.33,7.8
26.3,0.23,7.2,0.15,6.5
21.5,0.26,7.3,0.17,4.1
22.4,0.08,7.1,0.05,9
22,0.27,4.4,0.17,8
21.9,0.26,4.4,0.17,7.9
25,0.11,7.1,0.07,6.1
24.8,0.09,6.8,0.06,7.9
25.1,0.58,7.6,0.37,4.5
15.4,0.08,7.7,0.05,9
23,0.08,7.2,0.05,9
25.3,0.57,8,0.37,5.8
21.4,0.5,7.7,0.32,8.4
20.7,0.27,7.3,0.17,4
17.8,0.5,7.6,0.32,8.4
20.3,0.28,7.74,0.18,9.4
19.5,0.18,7.94,0.11,9.2
19.3,0.13,7.4,0.08,9.1
23.9,0.35,8.1,0.22,7.8
16.4,0.26,7.3,0.16,4.2
23.5,0.5,8.4,0.32,8
24,0.49,7.4,0.32,1.1
19.4,0.17,7.16,0.11,5.3
25.3,0.67,7.85,0.43,5.8
23,0.44,7.16,0.28,1.8
26.2,0.18,7.61,0.11,7.6
24.1,0.15,7.14,0.09,5.6
24.4,0.4,7.5,0.25,8.2
17.3,0.19,7,0.12,5
15,0.23,7.7,0.15,9.3
21,0.18,7.7,0.11,9.2
23,0.13,7.6,0.08,9.1
20.4,0.13,7.6,0.08,9.1
19.6,0.18,7.8,0.11,9.2
24.6,0.09,6.9,0.05,7.8
22.3,0.18,7.3,0.11,5.2
23.9,0.22,7.3,0.14,4.7
26.7,0.43,8,0.27,8
21.9,0.18,7.8,0.11,9.2
18.3,0.33,8,0.21,9.5
26.6,0.64,7.69,0.41,4.9
24.9,0.4,8.2,0.25,8
21.5,0.35,8,0.22,8.1
21.3,0.23,7.4,0.15,9.3
23.9,0.35,8.1,0.22,8
26.2,1.39,7.3,0.89,2.3
19.6,0.13,7.44,0.08,9.1
18.7,0.18,7.92,0.11,9.2
20.1,0.19,7.27,0.12,5
18.5,0.38,7.6,0.24,9.6
24.1,0.08,7.58,0.05,9
20.9,0.23,7.93,0.15,9.3
19,0.28,7.44,0.18,9.4
17.4,0.18,7.24,0.11,9.2
24.2,0.36,8.13,0.23,7.8
23.3,0.25,7.1,0.16,4.3
22.7,0.21,7.2,0.13,4.8
15.8,0.45,8,0.29,8.3
23.9,0.35,8.1,0.22,8
15.7,0.23,7.4,0.14,9.3
24.8,0.4,8.2,0.25,7.8
24.8,0.4,8,0.25,8.2
22.2,0.1,7.1,0.06,6.2
24.3,0.18,7.3,0.12,5.1
16.8,0.38,7.9,0.24,9.6
25,0.4,8,0.25,8.2
19.9,0.08,7.7,0.05,9
20,0.13,7.5,0.08,9.1
19.6,0.13,7.6,0.08,9.1
19.5,0.28,7.3,0.18,3.9
15.8,0.5,7.3,0.32,1
16.9,0.41,7,0.26,2.1
23.6,0.5,7.24,0.32,1
23.3,0.29,7.32,0.19,3.7
23.6,0.54,8.15,0.35,10.7
24.7,0.4,7.64,0.25,8.2
23.5,0.5,8,0.32,8.4
18,0.18,7.1,0.11,9.2
20,0.15,7.2,0.1,5.5
27.7,0.88,8.15,0.57,7.7
22.6,1.08,8.15,0.69,10.7
19.5,0.13,7.64,0.08,9.1
24.2,0.16,7.32,0.1,5.4
21.6,0.08,7.54,0.05,9
17.7,0.77,2.45,0.49,9.2
20.1,0.5,7.36,0.32,1
18.2,0.26,7.42,0.17,4.1
22.8,0.2,7.08,0.13,4.9
23.3,0.29,7.31,0.19,3.7
24.4,0.19,7.25,0.12,5
18.2,0.13,7.35,0.08,9.1
22.5,0.08,7.54,0.05,9
19.1,0.15,7.06,0.1,5.5
24.2,0.5,7.6,0.32,8.4
25.4,0.5,7.4,0.32,7
19.2,0.12,7.5,0.08,9.1
21,0.45,7.8,0.29,8.3
22.8,0.4,8.2,0.26,7.8
16.2,0.1,6.6,0.07,7.6
16.2,0.37,7.7,0.24,9.6
19.3,0.12,7.1,0.08,5.9
22.6,0.14,7.2,0.09,5.6
21.1,0.34,7.2,0.21,3.1
22.3,0.21,7,0.14,4.7
21,0.12,8,0.08,9.1
25,0.4,8.2,0.26,7.9
20.1,0.44,7.41,0.28,1.8
24.5,0.41,8.23,0.26,7.3
23.7,0.17,7.5,0.11,5.2
18.2,0.37,7.65,0.24,9.6
18.3,0.27,7.25,0.17,4
17,0.24,7.06,0.15,4.4
19.2,0.41,8.22,0.26,7.5
24.3,0.4,7.94,0.26,8.2
17.9,0.12,7.81,0.08,9.1
20.6,0.21,7.18,0.14,4.7
20.6,0.17,7.6,0.11,9.2
18.2,0.37,7.99,0.24,9.6
19.6,0.42,7.35,0.27,2
17.8,0.17,7.9,0.11,9.2
18.3,0.32,8,0.21,9.5
25.9,0.66,7.7,0.42,0.3
24.8,0.2,7.1,0.13,4.9
19.6,0.07,8,0.05,9
22.3,0.25,7.2,0.16,4.2
15.9,0.37,7.4,0.24,9.6
16.3,0.31,7.2,0.2,3.4
21.2,0.2,7.2,0.13,4.9
26.7,0.54,7.4,0.34,5.5
22.6,0.07,7.6,0.05,9
23.1,0.12,7.6,0.08,9.1
26.7,0.42,7.8,0.27,6.5
22,0.22,7.1,0.14,4.6
26.2,0.17,7.24,0.11,7.9
17.5,0.27,7.36,0.17,4
17.9,0.22,7.8,0.14,9.3
20.2,0.12,7.34,0.08,9.1
26.5,0.97,7.11,0.62,4.2
17.8,0.37,7.12,0.24,9.6
26.5,0.65,7.64,0.42,4.2
17.3,0.47,7.18,0.3,1.4
21,0.12,7.85,0.08,9.1
21.2,0.37,7.1,0.24,9.6
18.3,0.61,8.1,0.39,9.3
22.9,0.11,7.2,0.07,6
20.7,0.59,8.4,0.37,9
24.2,0.89,8.1,0.57,9.3
19.3,0.19,7,0.12,5
24.3,0.63,8.4,0.4,9
19,0.55,8.6,0.35,8.8
18.8,0.54,8.4,0.35,9
20.6,0.61,8.3,0.39,9.1
22,0.81,8.5,0.52,8.9
21.9,0.54,8.2,0.35,9.2
22.7,0.56,8.4,0.36,9
20.5,0.64,8.2,0.41,9.2
22.5,1.11,8.3,0.71,9.1
20.1,0.64,8.2,0.41,9.2
21.8,0.59,8.4,0.38,9
21.2,0.5,8.3,0.32,9.1
23.1,1.14,8.1,0.73,9.3
16.3,0.57,8.2,0.37,9.2
17.2,0.56,8.1,0.36,9.3
18.5,0.57,8.2,0.36,9.2
21.7,0.54,8.3,0.34,9.1
26.3,1.05,8.1,0.67,7.6
21.6,0.51,8.2,0.33,9.2
26.3,0.56,8.1,0.36,7.9
24.6,0.5,8.5,0.32,8.9
20.9,0.66,8.4,0.42,9
18.6,0.73,8.5,0.46,8.9
20.3,0.2,7,0.13,4.8
18.8,0.52,8.2,0.33,9.2
18,0.57,8.1,0.36,9.3
19.4,0.51,8.2,0.33,9.2
25.8,0.97,8,0.62,8.6
23.9,0.54,8.2,0.35,9.2
20.9,0.5,8.3,0.32,9.1
23,0.63,8.4,0.4,9
21.6,0.63,8.2,0.4,9.2
23.3,0.52,8.4,0.33,9
18.4,0.69,8.2,0.44,9.2
22.1,0.56,8.3,0.36,9.1
20.9,0.59,8.2,0.38,9.2
26.2,0.8,8.2,0.51,7.4
26.3,0.22,7.8,0.14,7.6
17.8,0.64,8.2,0.41,9.2
18.1,0.51,8.1,0.33,9.3
18.4,0.67,8.3,0.43,9.1
15.5,0.54,8.2,0.35,9.2
23.2,0.07,8,0.05,9
25.9,0.75,8,0.48,8.5
19.6,0.54,8.1,0.35,9.3
22.1,0.87,8.3,0.55,9.1
24.3,0.52,8.6,0.33,8.8
26.3,0.57,8.1,0.37,8
25.9,0.62,7.9,0.39,8.5
21.8,0.58,8.4,0.37,9
19.2,0.59,8.2,0.38,9.2
21.6,0.5,8.3,0.32,9.1
17.6,0.17,7.1,0.11,9.2
17.3,0.54,8.2,0.35,9.2
24.7,0.39,8.17,0.25,7.8
24.4,0.45,8.3,0.29,7.4
26.1,0.57,8.3,0.36,7.9
20.1,0.55,8.4,0.35,9
20.9,0.52,8.3,0.33,9.1
23.6,0.56,8.1,0.36,9.3
23.2,0.57,8.3,0.36,9.1
22.2,0.61,8.3,0.39,9.1
20,0.57,8.4,0.36,9
24.9,0.62,8.2,0.39,9.2
19.4,0.17,8,0.11,9.2
22.3,0.61,8.4,0.39,9
23.1,0.52,8.4,0.33,9
21.9,0.5,8.4,0.32,9
23.3,0.53,8.2,0.34,9.2
21.3,0.53,8.4,0.34,9
18.3,0.52,8.1,0.33,9.3
21,0.23,7.1,0.15,4.4
21.2,0.53,8.4,0.34,9
21.7,0.2,7.1,0.13,4.8
18,0.59,8.4,0.38,9
21.8,0.51,8.4,0.33,9
17.8,0.52,8.2,0.34,9.2
20.9,0.53,8.2,0.34,9.2
18.5,0.51,8.2,0.33,9.2
16.4,0.55,8.1,0.35,9.3
19,0.54,8.2,0.35,9.2
19.5,0.53,8.3,0.34,9.1
23.7,0.53,8.3,0.34,9.1
19,0.57,8.4,0.37,9
21.8,0.64,8.5,0.41,8.9
20.2,0.66,8.4,0.42,9
26.3,0.51,7.7,0.33,8.1
21.4,0.53,8.3,0.34,9.1
20.4,0.64,8.6,0.41,8.8
16,0.37,7.8,0.24,9.6
23.9,0.12,7.84,0.08,9.1
23.5,0.12,7.9,0.08,9.1
17,0.58,3.1,0.37,9.3
18.1,0.2,7.31,0.13,4.8
21.6,0.55,8.5,0.35,8.9
18.2,0.55,8.4,0.35,9
21.5,0.47,8.34,0.3,7.8
17.3,0.33,8.06,0.21,8
26.1,0.76,7.96,0.48,8.3
23.8,0.53,8.4,0.34,9
26,0.73,7.72,0.47,8.4
19,0.24,7.16,0.15,4.3
23,0.53,8.4,0.34,9
26.2,0.17,7.34,0.11,6.6
24.2,0.23,7.2,0.15,4.4
17.3,0.27,8,0.17,9.4
21.1,0.27,7.9,0.17,9.4
26.2,0.62,7.6,0.4,2.2
19.7,0.4,7.8,0.26,8.2
23.2,0.35,8.1,0.22,8
20.6,0.17,7.6,0.11,9.2
18.4,0.1,6.6,0.06,7.2
15.9,0.09,6.7,0.06,7.8
20.2,0.22,7.3,0.14,4.6
26.4,0.79,7.9,0.5,3.5
20.6,0.31,7.3,0.2,3.4
21.2,0.22,7.5,0.14,9.3
18.6,0.2,7,0.13,4.8
20.6,0.12,7.84,0.08,9.1
26.2,0.17,7.63,0.11,7.1
13.9,0.17,7.31,0.11,9.2
22.1,0.12,7.4,0.08,9.1
26.4,1.4,7.6,0.9,3.5
17.2,0.17,8,0.11,9.2
26.8,1.16,8,0.74,6.1
26.1,0.12,7.4,0.08,7.6
20,0.16,7.3,0.1,5.3
19.1,0.12,7.8,0.08,9.1
26.8,0.66,7.4,0.42,6.1
26.8,0.47,7.97,0.3,7.4
25,0.27,4.13,0.18,8
26.5,0.32,7.38,0.2,7.4
26.8,0.67,7.84,0.43,6.1
23.4,0.31,7.12,0.2,3.4
26.1,0.12,7.73,0.08,8
21.8,0.12,7.52,0.08,9.1
20.6,0.37,8,0.23,9.6
23.9,0.4,8.2,0.26,8
26.8,0.47,7.5,0.3,6.5
16.6,0.29,7.3,0.19,3.6
20.9,0.4,8,0.26,8.2
22.8,0.15,7.1,0.1,5.4
26.6,0.37,7.7,0.24,6.8
21.5,0.22,7.2,0.14,4.5
17.3,0.22,8,0.14,9.3
22.6,0.4,8,0.26,8.2
21.4,0.07,7.9,0.04,9
17.5,0.19,7.2,0.12,4.9
24.9,0.27,7.75,0.17,9.4
19.4,0.07,7.1,0.04,9
21,0.12,7.5,0.07,9.1
24.7,0.28,4.08,0.18,8
16.2,0.37,7.72,0.23,9.6
18,0.22,7.56,0.14,9.3
23,0.4,7.32,0.25,2.2
21,0.2,7.28,0.13,4.8
24.4,0.45,8.3,0.29,7.8
26.1,0.67,7.4,0.43,1.5
17.7,0.32,8,0.2,9.5
23.6,0.36,7,0.23,2.7
23.1,0.21,7,0.13,4.7
19.3,0.32,8,0.2,9.5
18.6,0.19,7,0.12,4.9
16.6,0.32,8,0.2,9.5
20.5,0.42,8,0.27,9.7
20.8,0.28,7.3,0.18,3.7
22.7,0.21,7.1,0.14,4.6
18.6,0.12,7.3,0.07,9.1
25.9,1.21,7.6,0.77,0.2
24.2,0.12,7.3,0.07,9.1
22.2,0.07,7.4,0.04,9
24.9,0.26,7.3,0.17,4
19.2,0.12,7.76,0.07,9.1
20.5,0.12,7.62,0.07,9.1
18.1,0.22,7.39,0.14,4.5
24.3,0.41,8.22,0.26,8
19,0.25,7.38,0.16,4.1
24.1,0.36,8.12,0.23,7.8
19.6,0.23,7.07,0.15,4.4
17.1,0.41,7.4,0.26,9.7
18.5,0.22,7.8,0.14,9.3
17.8,0.12,7.5,0.07,9.1
