Temperature,EC,PH,DO,Score
16.9,507,7.9,9.6,71.37
16.9,188,7.2,7.7,71.25
16.9,699,7.68,2.4,71.21
16.9,180,7.2,7.4,71.16
16.9,144,7.6,7.6,70.79
16.9,1100,7.9,1.5,70.47
16.9,722,7.4,1.5,70.47
16.9,534,7.6,10.3,67.3
16.9,589,8.2,6.7,67.1
16.9,409,7,8.8,46.27
16.9,516,8.43,9.6,46.27
16.9,629,8.3,9.8,46.24
16.9,179,7.6,8.5,46.21
16.9,211,8,8.6,46.17
16.9,360,7.02,8.9,46.17
16.9,232,7.65,8.3,46.17
16.9,615,8.3,9.5,46.12
16.9,228,7.8,8.7,46.09
16.9,170,7.6,8.8,45.7
16.9,134,7.7,8.8,45.54
16.9,423,7.39,3.8,45.44
16.9,414,7.32,9.4,45.44
16.9,413,8,9.4,45.43
16.9,212,7.82,9,45.43
16.9,454,7.8,9.5,45.39
16.9,207,7.2,6.4,45.36
16.9,483,7.2,2.7,45.32
16.9,210,7.1,6.2,45.3
16.9,328,7.8,9.3,45.25
16.9,119,7.2,8.9,45.2
16.9,207,7.41,6,45.2
16.9,270,7.2,4.7,44.99
16.9,229,8,9.2,44.97
16.9,372,7.7,8.2,44.96
16.9,325,7.89,9.4,44.95
16.9,239,7.6,4.9,44.89
16.9,206,7.13,9.2,44.84
16.9,153,7.6,9.1,44.82
16.9,441,8.3,8,44.74
16.9,383,7.3,9.6,44.7
16.9,414,7,2.1,44.65
16.9,210,7.48,9.3,44.55
16.9,498,7.32,0.7,44.5
16.9,310,7.1,2.9,44.38
16.9,130,7.3,9.2,44.36
16.9,255,7.4,3.4,44.27
16.9,214,8,9.4,44.26
16.9,252,7.2,3.4,44.25
16.9,406,7.9,9.8,44.2
16.9,298,7.2,2.5,44.1
16.9,130,7.34,9.3,44.03
16.9,168,7.6,9.4,43.95
16.9,263,7.9,9.6,43.92
16.9,162,7.1,9.4,43.91
16.9,419,7.7,10,43.61
16.9,190,7.3,9.6,43.41
16.9,120,7.32,9.5,43.27
16.9,489,7.7,8.2,43.23
16.9,241,8,9.8,43.07
16.9,575,8.3,8.9,43.01
16.9,341,7.92,10.1,42.71
16.9,285,8,10,42.67
16.9,110,7.2,9.8,42.12
16.9,398,7.6,10.4,42.04
16.9,135,7.62,9.9,41.94
16.9,78,7.28,9.9,41.53
16.9,158,7.6,10.1,41.38
16.9,140,7.6,10.1,41.25
16.9,84,7.1,10,41.21
16.9,103,7.5,10.1,40.98
16.9,83,7.5,10.1,40.84
16.9,134,7.7,10.3,40.49
16.9,186,7.9,10.5,40.14
16.9,169,7.9,10.5,40.02
16.9,225,8,10.7,39.71
16.9,746,8.02,8.9,39.37
16.9,138,7.1,11.6,36.16
16.9,1580,7,6.7,20.97
16.9,1580,7.2,7.5,20.97
16.9,11600,7.6,6.8,19.44
16.9,35700,7.69,6.6,19.42
16.9,41400,7.9,6.5,19.41
16.9,38600,7.88,6.6,19.41
16.9,454,8.26,9.6,19.4
16.9,239,8.1,9.3,19.39
16.9,281,8.2,9.5,19.37
16.9,387,8.2,9.7,19.37
16.9,421,8.36,9.3,19.33
16.9,401,8.4,9.6,19.33
16.9,220,8.2,9.5,19.27
16.9,422,8.2,9.4,19.26
16.9,474,8.1,9.6,19.25
16.9,392,8.3,9.8,19.22
16.9,335,8.1,9.9,19.2
16.9,412,8.15,10,19.2
16.9,200,8.1,9.7,19.11
16.9,430,8.4,9.9,19.06
16.9,394,8.02,9.4,19.04
16.9,330,8.31,9.8,19.04
16.9,468,8.2,10.2,19.02
16.9,363,8.4,9.8,19.01
16.9,492,8.5,9.1,19
16.9,293,8.28,9.8,18.98
16.9,320,8.1,10.1,18.87
16.9,410,8.18,9.2,18.86
16.9,416,8.2,10.3,18.68
16.9,457,8.2,9.2,18.63
16.9,233,8.5,9.7,18.55
16.9,246,8.5,9.8,18.4
16.9,400,8.2,9,18.3
16.9,333,8.29,10.4,17.93
16.9,250,8.3,8.5,17.81
16.9,335,8.3,10.5,17.69
16.9,312,8.1,8.8,17.68
16.9,260,4.1,9.3,17.54
16.9,247,8.6,10.1,17.51
16.9,253,8.6,10.2,17.29
16.9,497,8.2,9,17.24
16.9,376,8.1,8.8,16.82
16.9,231,8.3,8.3,16.75
16.9,211,8.18,8.3,16.08
16.9,350,8.8,10.9,15.52
16.9,234,4.4,11.2,12.84
16.9,1450,7.97,8.8,11.58
16.9,1750,7.4,2.7,7.64
16.9,1970,8,0.6,7.37
16.9,2520,7.4,8.8,7.16
16.9,3210,7.2,1.4,7.08
16.9,3110,7.92,6,7.08
16.9,8180,7.4,4.4,6.98
16.9,7360,7.4,5.6,6.98
16.9,14400,7.3,0.7,6.96
16.9,25400,7.2,0.8,6.95
16.9,37500,7.5,2.6,6.95
16.9,21800,8.1,7.6,6.95
16.9,33200,7.7,6.1,6.95
16.9,53200,8.1,7.3,6.94
16.9,4240,6.8,4.1,-10.69
16.9,12300,8.25,5.9,-10.75
17,1220,7.7,6.6,100
17,1090,7.5,7,100
17,570,7.6,7.6,100
17,620,7,7.8,100
17,1100,7.2,7.8,100
17,1070,7.2,6.5,100
17,620,7.62,7.5,100
17,561,7.8,6.5,100
17,663,7.2,7.5,100
17,518,7.72,7.8,100
17,661,7.68,8,100
17,584,7.52,9,73.14
17,880,7.29,6.2,73.12
17,616,7.9,6.1,73.11
17,518,7.32,8.9,73.07
17,585,7.9,8.9,73.07
17,533,7.72,5.8,73.06
17,845,7,5.1,72.86
17,604,7.72,8.8,72.84
17,386,7.51,6.7,72.83
17,700,7.4,5,72.82
17,381,7.1,7.1,72.8
17,328,7.7,7.9,72.47
17,306,7.56,8,72.31
17,306,7.33,6.6,72.31
17,303,7.2,7.3,72.29
17,240,7.16,7.4,71.75
17,745,7.2,2.9,71.59
17,218,7.3,7,71.54
17,201,7.2,7.5,71.38
17,188,7.03,7.3,71.25
17,813,7.6,2.4,71.21
17,177,7.2,7.5,71.13
17,176,7.2,7,71.12
17,158,7.2,7.9,70.93
17,811,8,1,70.04
17,602,7.49,8.4,69.98
17,515,7.37,0.3,69.41
17,579,7.9,8.3,68.67
17,568,8.3,9.7,46.27
17,473,7.3,8.9,46.26
17,428,7.1,8.8,46.26
17,529,8.42,9.5,46.25
17,526,8.2,9.7,46.24
17,646,8.1,10,46.24
17,342,7.9,8.8,46.23
17,488,7.1,5.8,46.22
17,417,7.3,8.7,46.21
17,309,7.82,8.8,46.17
17,561,8.3,9.9,46.15
17,547,8.51,9.3,46.14
17,548,8.2,9.6,46.12
17,566,8.4,9.4,46.12
17,452,7.7,9.2,46.02
17,188,7.5,8.7,45.97
17,440,7.45,8.6,45.97
17,618,8.9,3.4,45.87
17,409,7.97,9.2,45.86
17,577,8.37,9.3,45.84
17,292,7.9,9,45.8
17,191,7.61,8.8,45.79
17,184,7.8,8.8,45.76
17,155,7.26,8.8,45.64
17,548,8.2,9.4,45.61
17,731,8.5,9.1,45.61
17,536,8.2,9.4,45.61
17,556,8.2,9.4,45.61
17,423,7.1,4,45.52
17,171,7.42,8.9,45.47
17,391,7.4,4.2,45.44
17,311,7.4,5.1,45.38
17,278,7.3,5.4,45.33
17,549,8.21,9.3,45.23
17,549,8.2,9.3,45.19
17,624,8.3,9.2,45.19
17,51,7.5,8.8,45.1
17,450,8,9.6,45.09
17,311,7.5,8.1,45.07
17,223,7.2,4.7,44.7
17,184,7.7,9.2,44.7
17,235,7.06,4.4,44.64
17,583,3.1,9.3,44.62
17,234,7.12,4.3,44.58
17,460,8,8.3,44.49
17,212,7,4.4,44.49
17,1140,2.8,9.3,44.49
17,330,8,9.6,44.36
17,237,7.19,3.7,44.31
17,171,7.56,9.3,44.3
17,119,7.54,9.2,44.29
17,269,7.2,3.2,44.26
17,431,7.8,8.2,44.2
17,521,3.2,9.5,44.02
17,240,7.6,3.1,44.02
17,540,8.2,9.1,43.91
17,300,8,9.7,43.83
17,249,8,9.7,43.48
17,479,7.4,8.2,43.41
17,86,7.45,9.4,43.38
17,173,7.6,9.6,43.29
17,114,7.4,9.5,43.23
17,206,7.9,9.7,43.17
17,178,7.9,9.7,42.97
17,163,7.7,9.7,42.87
17,109,7.52,9.6,42.84
17,198,7.9,9.8,42.76
17,192,7.7,9.8,42.72
17,252,7.1,10,42.43
17,151,8,9.8,42.42
17,105,7.3,9.8,42.09
17,200,8,10,42.05
17,187,7.3,10,41.96
17,577,8.2,8.9,41.92
17,1020,8.1,9,41.92
17,125,7.1,9.9,41.87
17,225,7.81,10.1,41.87
17,108,7.8,9.9,41.75
17,519,8.3,11.4,41.69
17,94,7.5,9.9,41.64
17,93,7.5,9.9,41.64
17,133,7.81,10,41.56
17,433,7.8,10.9,40.48
17,95,7.4,10.4,39.85
17,520,8.1,8.8,39.03
17,533,8.3,8.5,37.17
17,28800,7.8,7.3,19.42
17,24700,7.4,6.5,19.42
17,397,8.3,9.5,19.41
17,385,8.2,9.6,19.41
17,443,8.3,9.6,19.41
17,43700,7.88,6.6,19.41
17,431,8.2,9.7,19.4
17,466,8.4,9.5,19.4
17,408,8.5,9.4,19.39
17,298,8.11,9.6,19.38
17,134,8.1,9.3,19.37
17,435,8.4,9.6,19.37
17,265,8.3,9.4,19.35
17,338,8.34,9.5,19.35
17,360,8.3,9.6,19.34
17,355,8.4,9.5,19.33
17,244,8.1,9.6,19.32
17,412,8.34,9.3,19.32
17,392,8.2,9.8,19.31
17,281,8.01,9.8,19.29
17,409,8.2,9.9,19.25
17,497,8.34,9.4,19.24
17,448,8.4,9.8,19.23
17,435,8.3,9.3,19.22
17,221,8.18,9.6,19.19
17,334,8.3,9.8,19.07
17,211,8.05,9.8,19.07
17,419,8.34,9.1,18.97
17,204,8.33,9.6,18.93
17,324,8.4,9.8,18.88
17,364,8.29,9,18.87
17,429,8.1,9.3,18.81
17,145,8.2,9.7,18.78
17,446,8.1,9.3,18.71
17,412,8.3,10.2,18.66
17,210,8.22,9.9,18.62
17,320,8.2,8.9,18.54
17,281,8.2,10.1,18.54
17,142,8.07,10,18.45
17,305,8.24,10.2,18.36
17,412,8.2,9,18.19
17,292,8.3,10.2,18.17
17,423,8.2,10.6,18.09
17,460,8.4,10.5,18.03
17,176,8.34,10,18.01
17,473,8.55,10.4,17.98
17,485,8.2,9.1,17.97
17,279,4.11,9.2,17.86
17,384,3.2,9.3,17.82
17,296,8.6,10.1,17.74
17,441,8.26,8.9,17.69
17,169,8.3,10.2,17.61
17,1420,7.36,8.5,17.6
17,429,3.2,9.5,17.56
17,317,8.6,10.3,17.36
17,498,8.2,9,17.23
17,436,8.3,10.9,17.21
17,263,8.47,10.5,16.93
17,204,4.44,9.5,16.89
17,477,8.08,9,16.65
17,78,6.8,10.2,15.34
17,250,8.7,11,15.02
17,234,4.3,10.4,14.72
17,450,9.1,13.4,9.74
17,1750,7.35,5.4,7.64
17,2420,8.1,6.8,7.18
17,11200,7.8,5.3,6.96
17,13400,7.9,6.4,6.96
17,16100,7.3,5.1,6.96
17,26000,7.8,6.4,6.95
17,18600,7.8,3.9,6.95
17,30700,7.73,3,6.95
17,23400,7.92,2.5,6.95
17,40000,7.89,5.9,6.95
17,45100,8.18,7.7,6.95
17,8630,6.9,1.2,-10.74
17.1,1380,7.6,6.7,100
17.1,609,8,6.8,100
17.1,924,7.3,7.1,100
17.1,1040,7.7,7.3,100
17.1,592,7.3,7,100
17.1,511,7.4,7.2,100
17.1,1240,7.8,6.5,100
17.1,533,7.54,6.6,100
17.1,513,7.4,7.1,100
17.1,517,7.5,7.2,100
17.1,566,7.62,6.6,100
17.1,548,7.7,9,73.14
17.1,1070,7,6.4,73.13
17.1,554,7.4,6,73.1
17.1,604,7.5,6,73.1
17.1,454,7.3,7.2,73.08
17.1,671,7.5,8.9,73.07
17.1,523,7.6,5.5,72.99
17.1,863,7.8,5.4,72.96
17.1,508,7.7,9.2,72.89
17.1,510,7.82,5,72.82
17.1,379,7.3,7.3,72.79
17.1,521,7.9,9.3,72.62
17.1,341,7.1,6.9,72.56
17.1,322,7.7,7.2,72.43
17.1,650,7.9,3.9,72.26
17.1,511,8,8.6,71.84
17.1,933,7.8,3.1,71.74
17.1,229,7.4,7,71.65
17.1,225,7.1,7,71.61
17.1,215,7.4,6.5,71.51
17.1,194,7.3,7.3,71.31
17.1,192,7.2,7,71.29
17.1,188,7.28,7,71.25
17.1,181,7.4,8,71.17
17.1,175,7.5,7.9,71.11
17.1,676,7.8,8.5,71.03
17.1,567,7.2,9.7,70.85
17.1,651,7.6,8.4,69.98
17.1,754,7.96,8.4,69.98
17.1,628,7.47,8.4,69.98
17.1,1250,7.2,0.2,69.32
17.1,856,7.7,8.3,68.67
17.1,517,8.2,9.7,46.24
17.1,196,7.1,8.3,46.24
17.1,506,8.3,9.6,46.24
17.1,508,8.4,9.5,46.24
17.1,547,8.38,9.5,46.22
17.1,351,7.37,8.9,46.15
17.1,409,7.5,6.2,46.12
17.1,315,7.8,8.4,46.07
17.1,380,6.8,7.4,46.06
17.1,193,7.5,8.1,45.95
17.1,537,8.2,9.5,45.92
17.1,422,7.8,9.2,45.91
17.1,167,7.79,8.7,45.9
17.1,509,8.5,9.9,45.83
17.1,260,7.25,9,45.66
17.1,502,8.2,9.4,45.61
17.1,193,7.2,8.9,45.58
17.1,249,7.1,6.1,45.46
17.1,100,7.54,8.8,45.37
17.1,214,7.35,6.1,45.28
17.1,479,7.3,9.6,45.25
17.1,544,8.2,9.3,45.19
17.1,876,8.1,9.4,45.19
17.1,520,8.1,9.4,45.19
17.1,304,8,9.3,45.12
17.1,259,7.4,5.1,45.1
17.1,210,7.3,5.7,45.08
17.1,191,7,5.6,44.93
17.1,121,7.28,9,44.92
17.1,664,3.08,9.2,44.92
17.1,110,7.61,9,44.86
17.1,106,7.42,9,44.84
17.1,607,8.4,10.4,44.8
17.1,509,8.3,10.5,44.8
17.1,196,7.3,5.2,44.77
17.1,232,7.5,9.3,44.69
17.1,414,7.4,9.7,44.58
17.1,282,7.3,3.5,44.5
17.1,361,8.1,7.7,44.48
17.1,391,8,9.7,44.43
17.1,240,7.92,9.4,44.42
17.1,199,7,4.4,44.41
17.1,498,7.3,0.4,44.35
17.1,110,7.6,9.2,44.23
17.1,233,7.32,3.5,44.18
17.1,201,7.6,9.4,44.17
17.1,840,8.13,9.2,44.14
17.1,244,8,9.5,44.12
17.1,477,7.8,10,44.01
17.1,169,7.2,9.4,43.96
17.1,316,7.39,9.7,43.94
17.1,512,8.2,9.1,43.91
17.1,232,7.56,2.9,43.86
17.1,153,7.4,9.4,43.85
17.1,504,8.5,10.6,43.83
17.1,851,2.8,9.5,43.83
17.1,147,7.6,9.4,43.81
17.1,133,7.5,9.4,43.71
17.1,80,7.29,9.3,43.69
17.1,476,7.7,8.2,43.46
17.1,143,7.64,9.5,43.43
17.1,226,7.1,2,43.34
17.1,320,7.9,9.9,43.27
17.1,358,7.2,0.1,43.24
17.1,276,7,1,43.15
17.1,128,7,9.6,42.97
17.1,158,7.97,9.7,42.83
17.1,156,7.72,9.7,42.82
17.1,54,7.2,9.5,42.8
17.1,126,7.3,9.7,42.6
17.1,170,7.4,9.8,42.56
17.1,488,7.8,8.1,42.2
17.1,55,7.8,9.7,42.09
17.1,51,7.3,9.7,42.06
17.1,510,8.2,8.9,41.92
17.1,81,7.9,9.8,41.91
17.1,158,7.59,10,41.75
17.1,57,7.15,9.8,41.74
17.1,188,7.9,10.1,41.6
17.1,134,7.22,10,41.57
17.1,118,7.2,10,41.46
17.1,153,7.8,10.2,40.98
17.1,175,7.5,10.3,40.78
17.1,538,8.4,8.5,39.03
17.1,1000,8.24,8.6,37.95
17.1,626,8.1,8.7,37.17
17.1,59,7.2,11.4,36.29
17.1,390,7.52,12.4,35.27
17.1,1040,8.2,8.2,26.16
17.1,14200,7.62,7.1,19.43
17.1,24100,7.7,7.6,19.42
17.1,21400,7.85,7,19.42
17.1,386,8.3,9.5,19.41
17.1,472,8.3,9.6,19.4
17.1,425,8.1,9.8,19.4
17.1,364,8.1,9.7,19.4
17.1,277,8.12,9.4,19.4
17.1,437,8.41,9.4,19.4
17.1,440,8.7,9.1,19.39
17.1,452,8.3,9.7,19.39
17.1,393,8.3,9.6,19.38
17.1,401,8.2,9.5,19.38
17.1,430,8.45,9.3,19.38
17.1,399,8.28,9.4,19.37
17.1,418,8.1,9.6,19.36
17.1,358,8.3,9.6,19.34
17.1,437,8.4,9.3,19.33
17.1,485,8.37,9.8,19.33
17.1,362,8.22,9.7,19.33
17.1,285,8.42,9.4,19.28
17.1,301,8.1,9.8,19.24
17.1,292,8.2,9.7,19.22
17.1,245,8.1,9.7,19.22
17.1,433,8.18,10,19.22
17.1,226,8.08,9.1,19.22
17.1,236,8.2,9.6,19.2
17.1,431,8.4,9.8,19.19
17.1,326,8.4,9.6,19.18
17.1,342,8.4,9.7,19.09
17.1,482,8.3,9.3,19.05
17.1,324,8.02,10.1,19.01
17.1,345,8.36,9.8,19.01
17.1,415,8.3,9.1,18.89
17.1,279,8.34,9.8,18.83
17.1,477,8.2,9.3,18.82
17.1,456,8.42,10.1,18.79
17.1,285,8.2,10,18.75
17.1,439,8.2,9.2,18.75
17.1,365,8.4,10,18.67
17.1,403,8.3,9,18.66
17.1,395,8.3,10.2,18.6
17.1,469,8.3,9.1,18.55
17.1,348,8.28,10.2,18.45
17.1,396,8.1,9.1,18.33
17.1,263,8.4,10,18.26
17.1,228,8.2,10.2,18.11
17.1,417,8.2,10.6,18.06
17.1,254,8.5,10,18.01
17.1,225,8.5,10.1,17.64
17.1,138,8.55,9.9,17.58
17.1,208,4.42,9.3,17.4
17.1,422,8.4,10.7,17.39
17.1,228,4.4,9.4,17.24
17.1,273,8.3,10.6,17.15
17.1,207,8.1,10.7,17.07
17.1,96,6.6,9.6,16.87
17.1,255,8.61,10.4,16.79
17.1,181,8.4,10.5,16.69
17.1,491,8.1,9,16.59
17.1,438,8.3,11.3,16.22
17.1,173,8.3,11.5,14.39
17.1,1490,7.6,8.5,9.6
17.1,1590,7.2,4,8.22
17.1,3360,8.04,7.2,7.07
17.1,4060,7.82,5.9,7.03
17.1,13100,7.9,0.1,6.96
17.1,14800,7.2,4.8,6.96
17.1,16100,7.11,4.9,6.96
17.1,16800,7.52,5.8,6.96
17.1,17900,7.4,6,6.95
17.1,21800,7.6,0.6,6.95
17.1,33700,7.5,6.3,6.95
17.1,20500,7.49,5.1,6.95
17.1,39400,8.02,6.9,6.95
17.1,17500,6.9,1.6,-10.75
17.2,778,8,7.4,100
17.2,509,7.5,7.9,100
17.2,692,7.8,6.9,100
17.2,918,7.3,6.7,100
17.2,532,7.5,7.8,100
17.2,516,7.4,7.2,100
17.2,1160,7.6,7.3,100
17.2,539,7.3,6.9,100
17.2,648,7.8,7.7,100
17.2,586,7.6,6.6,100
17.2,513,7.7,7.6,100
17.2,1110,7.6,7.5,100
17.2,655,7.69,8,100
17.2,798,7.99,8,100
17.2,1260,8,6.2,73.12
17.2,863,7.6,6.2,73.12
17.2,469,7.6,7.7,73.11
17.2,471,7.5,6.5,73.11
17.2,470,7.71,7.8,73.11
17.2,453,7.4,7.4,73.08
17.2,449,7.6,7.1,73.07
17.2,875,7.4,5.8,73.06
17.2,442,7.62,6.6,73.05
17.2,586,7.84,5.7,73.04
17.2,852,7.6,5.6,73.02
17.2,621,7.87,5.5,72.99
17.2,1090,7.78,5.4,72.96
17.2,408,7.9,7.9,72.93
17.2,1010,7.5,5.1,72.86
17.2,731,7.7,5.1,72.86
17.2,655,7.24,5.1,72.86
17.2,569,7.5,8.8,72.84
17.2,507,8,9.3,72.62
17.2,349,7.35,6.8,72.61
17.2,653,7.64,4.2,72.44
17.2,233,7.4,8,71.68
17.2,214,7.29,6.5,71.5
17.2,197,7.4,6.7,71.34
17.2,187,7.4,7.8,71.24
17.2,186,7.1,6.6,71.23
17.2,184,7.5,7.4,71.2
17.2,174,7.4,6.9,71.1
17.2,173,7.2,6.7,71.09
17.2,168,7.2,6.9,71.04
17.2,1380,7.2,8.5,71.03
17.2,159,7.3,6.8,70.95
17.2,153,7.04,7.8,70.88
17.2,150,7.08,7.7,70.85
17.2,147,7.2,7.7,70.82
17.2,506,7.7,8.4,69.98
17.2,795,8,8.4,69.98
17.2,722,7.3,0.6,69.68
17.2,575,7.2,0.6,69.68
17.2,541,7.6,10,69.14
17.2,1030,8.3,7.7,68.67
17.2,627,8,8.3,68.67
17.2,1080,7.8,8.3,68.67
17.2,1320,7.1,8.3,68.67
17.2,503,7.2,8.3,68.67
17.2,1240,8.2,7.3,67.1
17.2,663,8.2,7.8,67.1
17.2,656,7.46,8.2,67.1
17.2,688,8,8.1,65.24
17.2,617,8.4,9.6,46.27
17.2,221,7.3,8.5,46.26
17.2,168,7.6,8.4,46.26
17.2,224,7.4,8.5,46.26
17.2,124,7.34,8.3,46.26
17.2,683,8.2,9.9,46.24
17.2,609,8.2,9.9,46.24
17.2,542,8.1,9.8,46.24
17.2,606,8.3,9.6,46.24
17.2,481,7.9,9.1,46.21
17.2,525,6.8,5.6,46.19
17.2,473,7.8,8.8,46.19
17.2,312,7.41,8.8,46.18
17.2,410,7.9,9,46.17
17.2,461,7.2,5.8,46.17
17.2,275,8.36,7.9,46.14
17.2,397,7.8,8.6,46.13
17.2,199,7.5,8.2,46.13
17.2,475,7.64,9.2,46.09
17.2,173,7.4,8.6,46.08
17.2,321,8,8.9,46.07
17.2,369,7.49,9,46.07
17.2,162,7.7,8.7,45.88
17.2,454,7.92,9.3,45.85
17.2,253,7.9,8.9,45.84
17.2,478,7.4,4,45.77
17.2,184,7.3,8.8,45.76
17.2,234,8,8.9,45.76
17.2,379,7.3,9.2,45.74
17.2,321,7.9,9.1,45.71
17.2,421,7.8,9.3,45.71
17.2,236,8.1,7.9,45.71
17.2,704,6.9,8.6,45.66
17.2,347,7,5.2,45.6
17.2,275,7.2,5.9,45.51
17.2,424,7.79,9.4,45.49
17.2,528,8.26,9.3,45.46
17.2,266,8,9.1,45.45
17.2,243,7.44,6.1,45.43
17.2,218,7.8,6.3,45.38
17.2,568,8.32,9.2,45.28
17.2,170,7.6,9,45.2
17.2,207,7.3,5.8,45.11
17.2,220,7,5.4,45.01
17.2,265,7.1,4.8,45
17.2,429,7.76,9.6,44.97
17.2,555,8.1,9.3,44.62
17.2,169,8,9.2,44.61
17.2,497,7.3,0.6,44.44
17.2,421,7.4,8.2,44.34
17.2,591,8.2,10.8,44.16
17.2,397,7.9,9.8,44.14
17.2,142,7.1,9.3,44.11
17.2,390,7.38,9.8,44.1
17.2,163,7.9,9.4,43.92
17.2,600,8.1,9.2,43.91
17.2,835,2.9,9.5,43.88
17.2,205,7.79,9.5,43.86
17.2,180,7.4,9.5,43.69
17.2,226,8,9.6,43.66
17.2,101,7.36,9.4,43.49
17.2,148,7.3,9.5,43.47
17.2,294,8,9.8,43.44
17.2,478,7.9,10.2,43.33
17.2,543,8.33,8.9,43.3
17.2,305,7.1,0.7,43.19
17.2,502,8.2,11.1,43.13
17.2,133,7.44,9.6,43.01
17.2,305,7.4,0.1,42.86
17.2,158,7.9,9.7,42.83
17.2,141,7.8,9.7,42.71
17.2,85,7.4,9.6,42.67
17.2,153,7.3,9.8,42.44
17.2,144,7.7,9.8,42.37
17.2,139,7.64,9.8,42.33
17.2,189,7.8,9.9,42.33
17.2,87,7.65,9.7,42.32
17.2,177,7.5,9.9,42.25
17.2,175,8,9.9,42.23
17.2,62,8,9.7,42.14
17.2,158,7.6,9.9,42.11
17.2,58,7.5,9.7,42.11
17.2,245,7.39,10.1,42.01
17.2,118,7.66,9.9,41.82
17.2,159,7.5,10,41.75
17.2,129,7.64,10,41.54
17.2,197,7.3,10.2,41.3
17.2,126,7.74,10.1,41.15
17.2,143,7.9,10.2,40.91
17.2,158,7.44,10.5,39.94
17.2,392,8,11.5,38.11
17.2,586,8.2,8.6,37.17
17.2,556,8.3,8.4,35
17.2,1590,7.3,7.2,20.89
17.2,3250,7.42,7.6,19.56
17.2,3410,7.8,7.6,19.55
17.2,8600,7.33,7.8,19.45
17.2,27300,7.8,7.5,19.42
17.2,241,8.3,9.2,19.41
17.2,43300,7.8,6.7,19.41
17.2,40300,7.92,7.1,19.41
17.2,467,8.3,9.6,19.4
17.2,429,8.1,9.8,19.4
17.2,490,8.2,9.7,19.39
17.2,440,8.38,9.4,19.38
17.2,197,8.08,9.2,19.38
17.2,460,8.5,9.3,19.37
17.2,476,8.08,10,19.37
17.2,426,8.4,9.6,19.36
17.2,224,8.2,9.1,19.35
17.2,425,8.2,9.5,19.35
17.2,436,8.3,9.4,19.33
17.2,387,8.1,9.5,19.33
17.2,241,8.2,9.5,19.31
17.2,488,8.4,9.8,19.31
17.2,260,8.24,9.5,19.31
17.2,374,8.4,9.6,19.28
17.2,370,8.3,9.7,19.27
17.2,425,8.3,9.3,19.25
17.2,457,8.4,9.8,19.25
17.2,257,8.3,9.5,19.25
17.2,442,8.4,9.8,19.22
17.2,324,8.3,9.7,19.17
17.2,154,8.07,9.6,19.16
17.2,408,8.4,9.1,19.14
17.2,340,8.3,9.8,19.08
17.2,446,8.33,9.2,19.05
17.2,332,8.35,9.8,18.99
17.2,350,8.3,9.9,18.97
17.2,351,8.1,9.2,18.96
17.2,173,8.1,9.8,18.88
17.2,420,8.3,9.1,18.86
17.2,378,8.14,10.2,18.83
17.2,355,8.6,9.7,18.82
17.2,250,8.3,9.8,18.8
17.2,413,6.8,3.6,18.71
17.2,400,8.36,10.1,18.69
17.2,266,8.4,9.8,18.68
17.2,302,8.1,9,18.67
17.2,453,8.4,10.2,18.63
17.2,487,8.1,9.3,18.41
17.2,190,6.8,9.2,18.32
17.2,275,8.4,10,18.31
17.2,397,8.2,10.5,18.19
17.2,147,8.2,10,18.19
17.2,393,8.2,10.5,18.18
17.2,220,8.39,10,18.1
17.2,426,8.2,10.7,17.88
17.2,469,8.1,10.9,17.85
17.2,442,8.2,10.8,17.72
17.2,228,4.5,9.4,17.28
17.2,231,4.39,9.4,17.25
17.2,228,4.4,9.4,17.24
17.2,281,8.3,10.6,17.19
17.2,214,4.3,9.5,16.89
17.2,278,8.3,10.9,16.42
17.2,401,8.1,11.4,16.29
17.2,399,8.4,11.2,16.02
17.2,181,8.5,11.1,14.92
17.2,460,8.4,8.4,14.16
17.2,1460,7.9,3.5,10.81
17.2,378,8.1,8.2,8.42
17.2,1650,7.6,8.2,7.92
17.2,1710,8,1.4,7.73
17.2,1950,7.2,4.6,7.39
17.2,3660,7.46,2.7,7.05
17.2,9920,7.6,8.2,6.97
17.2,15200,7.2,2.9,6.96
17.2,12400,7.4,4.8,6.96
17.2,35000,7.9,5.6,6.95
17.2,17800,7.7,5.9,6.95
17.2,40700,7.76,3.9,6.95
17.2,1600,6.5,4.4,-9.74
17.2,3320,6.7,3.4,-10.66
17.2,24500,8.02,6.4,-10.76
17.3,680,7.7,7,100
17.3,718,7.6,7.9,100
17.3,1140,7.5,7.4,100
17.3,553,7.1,7.6,100
17.3,545,7.4,7.9,100
17.3,684,7.2,7,100
17.3,837,7.9,6.8,100
17.3,610,7.59,7.7,100
17.3,732,7.28,7.4,100
17.3,784,7.97,7.7,100
17.3,572,7.07,7.7,100
17.3,635,7.56,7.5,100
17.3,775,7.4,6.4,73.13
17.3,515,6.8,7.5,73.13
17.3,562,7.27,6.4,73.13
17.3,657,7.54,8.9,73.07
17.3,501,7.72,8.9,73.07
17.3,447,7.3,8,73.06
17.3,574,7.6,5.6,73.02
17.3,578,7.2,5.5,72.99
17.3,985,7.96,5.4,72.96
17.3,531,7.57,5.4,72.96
17.3,412,7.8,8,72.95
17.3,846,7.8,5.3,72.93
17.3,363,7.5,7.3,72.7
17.3,642,7.7,9.3,72.62
17.3,912,7.4,4.5,72.59
